,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90,Y_Q
98378,2021,Q2,Fraser,All Facilities,All Procedures,23961,17090,6.3,31.2,21_Q2
98812,2021,Q2,Interior,All Facilities,All Procedures,14373,10434,5.7,24.1,21_Q2
99207,2021,Q2,Northern,All Facilities,All Procedures,5407,3408,7.9,28.0,21_Q2
99408,2021,Q2,Provincial Health Services Authority,All Facilities,All Procedures,2641,2725,5.4,22.4,21_Q2
99504,2021,Q2,Vancouver Coastal,All Facilities,All Procedures,21387,15426,5.6,29.0,21_Q2
99858,2021,Q2,Vancouver Island,All Facilities,All Procedures,15662,12828,6.0,27.3,21_Q2
100336,2021,Q3,Fraser,All Facilities,All Procedures,22589,17489,5.7,30.3,21_Q3
100769,2021,Q3,Interior,All Facilities,All Procedures,15378,11475,6.0,24.9,21_Q3
101178,2021,Q3,Northern,All Facilities,All Procedures,6171,2742,6.9,23.1,21_Q3
101356,2021,Q3,Provincial Health Services Authority,All Facilities,All Procedures,2673,2476,4.7,25.0,21_Q3
101450,2021,Q3,Vancouver Coastal,All Facilities,All Procedures,21266,15037,5.3,29.0,21_Q3
101809,2021,Q3,Vancouver Island,All Facilities,All Procedures,16490,12776,5.4,27.4,21_Q3
