,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90
1831,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Bladder Surgery,104,57,3.3,10.0
1832,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Bowel Resection,18,48,4.1,12.6
1833,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Breast Reconstruction,45,29,11.6,40.8
1834,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Breast Reduction,79,29,22.9,36.1
1835,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Cataract Surgery,616,1044,4.9,14.0
1836,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Cholecystectomy,26,31,3.0,44.0
1837,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Cyst/Ganglion Removal,25,12,2.2,9.6
1838,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Dental Surgery,24,37,4.1,14.1
1839,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Endarterectomy,64,46,7.4,29.8
1840,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Esophagectomy,3,10,1.9,9.2
1841,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Excision Lesion/Tumour,20,23,4.0,44.6
1842,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Facial Bone Reconstruction,13,19,10.1,19.8
1843,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Fracture Repair,7,7,6.0,8.6
1844,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Free Flap Graft,3,7,1.7,2.1
1845,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Hand/Wrist Surgery,154,47,6.1,23.6
1846,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Abdominal,77,55,12.6,44.7
1847,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Hiatal,15,12,12.1,24.6
1848,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Hip Replacement,54,52,6.1,16.8
1849,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Kidney/Bladder Stone Removal,24,64,3.4,8.9
1850,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Knee - ACL Repair,3,18,4.2,14.8
1851,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Knee Arthroscopy,25,55,2.9,8.9
1852,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Knee Replacement,72,67,5.9,24.3
1853,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Lens & Vitreous (non-cataract) Surgery,64,88,3.0,21.1
1854,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Lung Surgery,8,13,2.0,4.6
1855,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Male Reproductive Surgery,31,20,8.2,35.3
1856,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Mastectomy,10,28,1.5,5.8
1857,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Nasal Surgery,33,15,5.6,20.4
1858,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Nerve Surgery,7,16,1.0,12.9
1859,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Oral Cavity & Pharynx Surgery,3,6,2.5,4.9
1860,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Other Eye Surgery,139,87,3.0,17.2
1861,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Other Joint Reconstruction,21,11,7.0,16.1
1862,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Other Orthopaedic Surgery,67,56,3.6,11.0
1863,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Other Urology Surgery,100,114,3.7,12.7
1864,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Parotidectomy,19,8,3.4,24.5
1865,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Prostate Surgery,69,119,2.4,6.9
1866,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Scope of Chest,18,45,1.7,3.8
1867,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Shoulder Surgery,21,39,2.7,9.1
1868,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Sinus Surgery,40,31,14.6,26.0
1869,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Skin Surgery,22,24,4.1,18.8
1870,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Skin Tumour Removal,53,65,2.9,10.2
1871,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Tendon Surgery,12,6,3.0,10.1
1872,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Thyroidectomy,35,18,11.4,34.7
1873,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Varicose Veins Ligation/Stripping,287,29,63.3,174.7
1874,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Vascular Bypass Graft - Non Cardiac,76,36,14.9,63.1
1875,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Vascular Surgery - Other,131,52,9.5,49.1
1876,2009-01-01,Q1,Vancouver Island,Royal Jubilee Hospital,Wound/Laceration Care,7,6,2.9,19.9
1877,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,All Other Procedures,6,6,5.2,13.0
1879,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Bladder Surgery,10,34,1.7,17.3
1880,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Cataract Surgery,90,113,5.1,13.4
1881,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Cholecystectomy,34,30,9.3,34.8
1882,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Dental Surgery,65,60,14.1,20.1
1883,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Examination Under Anaesthetic,3,6,10.1,12.9
1884,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Fallopian Tube/Ovarian Surgery,21,17,14.4,32.2
1885,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Foot/Ankle Surgery,3,7,6.0,107.4
1886,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Hernia Repair - Abdominal,66,53,11.6,23.4
1887,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Knee - ACL Repair,18,6,9.6,13.6
1888,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Knee Arthroscopy,38,45,3.1,9.6
1889,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Laparoscopy,6,11,8.3,14.4
1890,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Male Reproductive Surgery,8,9,1.3,3.6
1891,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Other Eye Surgery,6,8,9.6,14.1
1892,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Other Joint Reconstruction,5,9,5.0,6.4
1893,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Other Orthopaedic Surgery,36,37,5.0,11.9
1894,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Other Urology Surgery,69,73,3.3,14.3
1895,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Sinus Surgery,3,9,2.9,7.7
1896,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Skin Tumour Removal,6,8,1.9,3.5
1897,2009-01-01,Q1,Vancouver Island,Saanich Peninsula Hospital,Uterine Surgery,32,44,10.7,34.2
1898,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,All Other Procedures,10,8,5.6,10.2
1900,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Biopsy in OR,10,7,4.0,10.5
1901,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Bladder Surgery,13,40,3.7,10.8
1902,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Bowel Resection,8,15,5.1,10.6
1903,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Breast Biopsy,3,6,2.1,11.0
1904,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Cataract Surgery,180,465,3.3,7.1
1905,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Cholecystectomy,35,39,5.4,13.0
1906,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,D&C and Related Surgery,21,17,6.0,14.9
1907,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Dental Surgery,78,43,12.4,27.7
1908,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Examination Under Anaesthetic,3,7,4.0,15.5
1909,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Excision Lesion/Tumour,6,6,1.9,7.0
1910,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Fallopian Tube/Ovarian Surgery,30,28,4.0,17.0
1911,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Hernia Repair - Abdominal,100,62,9.7,43.9
1912,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Hip Replacement,25,9,4.3,6.6
1913,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Kidney/Bladder Stone Removal,17,14,6.0,9.6
1914,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Knee - ACL Repair,17,10,12.6,26.7
1915,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Knee Arthroscopy,114,79,8.1,24.3
1916,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Knee Replacement,62,28,6.2,25.3
1917,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Laparoscopy,12,21,3.0,12.0
1918,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Mastectomy,3,21,1.3,4.0
1919,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Myringotomy,3,6,1.6,2.9
1920,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Nasal Surgery,11,8,3.3,4.1
1921,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Other Eye Surgery,6,14,4.0,19.2
1922,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Other Joint Reconstruction,20,9,24.1,91.2
1923,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Other Orthopaedic Surgery,68,29,16.0,52.3
1924,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Other Urology Surgery,16,35,5.6,18.2
1925,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Prostate Surgery,43,47,4.7,14.9
1926,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Rectal Surgery,6,7,4.9,7.2
1927,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Shoulder Surgery,75,24,21.1,80.7
1928,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Spinal/Back Surgery,3,7,29.6,108.5
1929,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Tonsillectomy/Adenoidectomy,17,15,2.6,11.3
1930,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Uterine Surgery,80,97,4.9,17.1
1931,2009-01-01,Q1,Vancouver Island,St. Joseph'S General Hospital,Vaginal Repair,16,6,12.8,19.1
1932,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,All Other Procedures,76,86,4.1,14.8
1934,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Biopsy in OR,46,51,2.0,11.1
1935,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Bladder Surgery,183,110,4.9,16.0
1936,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Bowel Resection,31,39,4.9,22.1
1937,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Breast Biopsy,7,8,5.2,9.1
1938,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,CSF Drainage,3,6,2.8,5.2
1939,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Cholecystectomy,63,62,3.8,12.1
1940,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Colostomy/Ileostomy,5,11,2.7,15.3
1941,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Cone Biopsy,3,9,3.9,8.1
1942,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Cranial Surgery,11,20,1.1,4.3
1943,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Cyst/Ganglion Removal,25,19,4.3,7.4
1944,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,D&C and Related Surgery,39,55,5.1,14.9
1945,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Dental Surgery,133,114,7.7,29.7
1946,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Examination Under Anaesthetic,21,16,7.0,13.4
1947,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Excision Lesion/Tumour,39,55,2.7,12.1
1948,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Facial Bone Reconstruction,20,8,9.8,17.0
1949,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Fallopian Tube/Ovarian Surgery,55,78,6.9,13.7
1950,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Fistula Repair - Non Vascular,3,7,21.1,28.8
1951,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Foot/Ankle Surgery,12,11,6.7,12.0
1952,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Fracture Repair,5,5,5.0,14.9
1953,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Hernia Repair - Abdominal,285,179,9.0,27.9
1954,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Hip Replacement,23,29,6.9,20.1
1955,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Kidney/Bladder Stone Removal,10,36,3.3,8.1
1956,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Knee - ACL Repair,23,33,3.6,9.9
1957,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Knee Arthroscopy,70,138,4.6,10.3
1958,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Knee Replacement,39,39,4.9,30.1
1959,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Laparoscopy,21,16,3.6,26.2
1960,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Male Reproductive Surgery,61,45,7.6,22.4
1961,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Mastectomy,17,79,1.6,3.7
1962,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Mastoidectomy,15,11,11.3,19.3
1963,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Myringotomy,37,51,3.7,7.3
1964,2009-01-01,Q1,Vancouver Island,Victoria General Hospital,Nasal Surgery,61,46,9.3,32.2
